Date,City,State,Temperature_Max (°C),Temperature_Min (°C),Temperature_Avg (°C),Humidity (%),Rainfall (mm),Wind_Speed (km/h),AQI,AQI_Category,Pressure (hPa),Cloud_Cover (%)
2025-02-13,Bengaluru,Karnataka,27.9,16.5,22.2,63.8,0.4,14.8,113,Moderate,999.9,93.2
2025-02-13,Chennai,Tamil Nadu,30.1,21.5,25.8,88.1,57.8,20.0,271,Poor,996.0,79.9
2025-02-13,Kolkata,West Bengal,29.7,21.4,25.5,76.2,2.5,22.3,228,Poor,992.6,47.4
2025-02-13,Hyderabad,Telangana,38.5,23.6,31.0,74.4,0.0,3.7,69,Satisfactory,1009.6,39.1
2025-02-13,Ahmedabad,Gujarat,31.1,19.4,25.3,87.2,0.0,17.3,51,Satisfactory,1009.2,93.0
2025-02-13,Jaipur,Rajasthan,34.4,27.5,30.9,64.9,0.0,20.7,305,Very Poor,999.8,5.6
2025-02-13,Lucknow,Uttar Pradesh,27.4,22.2,24.8,53.0,3.9,11.3,198,Moderate,1007.1,30.1
2025-02-13,Bhopal,Madhya Pradesh,40.3,26.3,33.3,93.1,0.0,2.2,56,Satisfactory,1016.9,22.0
2025-02-14,Mumbai,Maharashtra,43.5,30.6,37.0,36.7,69.1,14.5,253,Poor,1014.6,77.4
2025-02-14,Delhi,Delhi,37.9,27.5,32.7,61.1,0.0,19.6,69,Satisfactory,997.5,55.6
2025-02-14,Bengaluru,Karnataka,37.4,22.9,30.2,77.0,0.0,12.0,61,Satisfactory,1007.4,99.1
2025-02-14,Chennai,Tamil Nadu,38.9,30.3,34.6,35.1,9.4,7.5,173,Moderate,1016.7,83.7
2025-02-14,Kolkata,West Bengal,36.4,21.7,29.1,85.0,4.5,2.6,333,Very Poor,1010.6,98.5
2025-02-14,Hyderabad,Telangana,41.6,35.6,38.6,94.6,6.1,21.7,325,Very Poor,993.9,92.1
2025-02-14,Ahmedabad,Gujarat,25.3,11.3,18.3,91.5,0.0,10.0,336,Very Poor,1016.6,39.0
2025-02-14,Jaipur,Rajasthan,44.9,36.7,40.8,63.1,0.0,5.8,319,Very Poor,991.9,15.1
2025-02-14,Lucknow,Uttar Pradesh,30.6,24.8,27.7,70.5,0.8,15.6,175,Moderate,991.5,48.7
2025-02-14,Bhopal,Madhya Pradesh,35.9,23.6,29.7,48.4,65.5,22.5,204,Poor,1006.7,54.5
2025-02-15,Mumbai,Maharashtra,42.4,29.0,35.7,50.2,0.0,23.9,318,Very Poor,999.3,22.2
2025-02-15,Delhi,Delhi,26.7,19.1,22.9,58.5,0.0,6.6,303,Very Poor,1010.1,43.7
2025-02-15,Bengaluru,Karnataka,33.3,23.9,28.6,68.5,1.3,8.3,294,Poor,1014.0,14.3
2025-02-15,Chennai,Tamil Nadu,44.8,36.0,40.4,62.9,0.0,17.0,107,Moderate,1012.8,41.3
2025-02-15,Kolkata,West Bengal,29.8,16.8,23.3,34.3,0.0,13.6,284,Poor,1021.4,63.7
2025-02-15,Hyderabad,Telangana,37.0,25.0,31.0,58.1,0.0,14.1,62,Satisfactory,1001.1,27.0
2025-02-15,Ahmedabad,Gujarat,39.4,31.5,35.4,55.3,0.0,20.4,198,Moderate,999.0,57.5
2025-02-15,Jaipur,Rajasthan,29.8,23.6,26.7,43.7,29.3,11.2,246,Poor,1020.2,57.2
2025-02-15,Lucknow,Uttar Pradesh,28.1,20.4,24.3,63.2,0.0,3.2,270,Poor,1006.0,64.7
2025-02-15,Bhopal,Madhya Pradesh,27.8,21.1,24.4,60.6,0.0,11.9,118,Moderate,992.8,78.5
2025-02-16,Mumbai,Maharashtra,39.1,29.3,34.2,69.8,0.0,17.4,144,Moderate,1017.9,56.3
2025-02-16,Delhi,Delhi,44.6,36.8,40.7,91.7,0.0,2.1,345,Very Poor,999.1,13.3
2025-02-16,Bengaluru,Karnataka,40.2,35.2,37.7,44.5,6.7,13.6,237,Poor,1012.9,61.7
2025-02-16,Chennai,Tamil Nadu,29.6,20.9,25.2,33.3,5.9,6.7,230,Poor,1005.3,22.2
2025-02-16,Kolkata,West Bengal,42.0,29.3,35.6,91.4,0.0,7.0,167,Moderate,1005.7,99.4
2025-02-16,Hyderabad,Telangana,29.0,14.5,21.8,55.1,6.9,20.9,165,Moderate,1019.3,68.4
2025-02-16,Ahmedabad,Gujarat,38.3,25.0,31.7,52.8,0.0,3.2,81,Satisfactory,1017.3,18.2
2025-02-16,Jaipur,Rajasthan,29.0,18.2,23.6,48.6,3.7,21.6,281,Poor,1010.2,87.3
2025-02-16,Lucknow,Uttar Pradesh,44.1,38.4,41.2,31.9,1.8,11.8,328,Very Poor,1007.9,83.8
2025-02-16,Bhopal,Madhya Pradesh,39.6,27.0,33.3,50.8,4.7,17.7,80,Satisfactory,992.3,8.8
2025-02-17,Mumbai,Maharashtra,36.6,26.3,31.4,91.3,0.0,21.5,215,Poor,1006.1,67.1
2025-02-17,Delhi,Delhi,27.1,21.6,24.4,54.5,3.7,24.3,195,Moderate,1020.0,52.2
2025-02-17,Bengaluru,Karnataka,38.5,32.3,35.4,95.0,73.7,15.4,225,Poor,993.6,59.5
2025-02-17,Chennai,Tamil Nadu,40.8,35.3,38.0,60.3,0.0,22.0,125,Moderate,995.1,84.9
2025-02-17,Kolkata,West Bengal,44.2,32.2,38.2,55.9,2.9,22.6,282,Poor,1016.4,84.3
2025-02-17,Hyderabad,Telangana,44.6,32.0,38.3,43.7,32.5,10.7,244,Poor,1000.2,27.7
2025-02-17,Ahmedabad,Gujarat,27.2,12.6,19.9,49.1,0.0,11.6,52,Satisfactory,1002.9,30.9
2025-02-17,Jaipur,Rajasthan,31.0,18.2,24.6,58.5,0.0,9.0,52,Satisfactory,1012.1,99.0
2025-02-17,Lucknow,Uttar Pradesh,28.4,21.6,25.0,59.1,43.4,2.3,87,Satisfactory,1002.8,77.3
2025-02-17,Bhopal,Madhya Pradesh,26.6,15.2,20.9,30.6,0.0,19.0,94,Satisfactory,998.5,14.8
2025-02-18,Mumbai,Maharashtra,42.1,30.0,36.1,42.9,59.6,11.0,318,Very Poor,1020.3,47.4
2025-02-18,Delhi,Delhi,26.8,20.1,23.5,85.2,0.0,10.8,56,Satisfactory,990.4,7.5
2025-02-18,Bengaluru,Karnataka,36.9,29.1,33.0,39.4,9.4,22.6,217,Poor,995.7,25.4
2025-02-18,Chennai,Tamil Nadu,35.2,25.0,30.1,66.1,9.5,7.3,178,Moderate,1003.1,13.5
2025-02-18,Kolkata,West Bengal,41.1,35.1,38.1,47.9,3.8,20.1,197,Moderate,1019.3,60.5
2025-02-18,Hyderabad,Telangana,30.3,18.7,24.5,58.9,77.8,10.3,266,Poor,1002.9,86.0
2025-02-18,Ahmedabad,Gujarat,39.1,31.3,35.2,84.2,41.3,11.1,223,Poor,1012.9,49.3
2025-02-18,Jaipur,Rajasthan,25.8,16.2,21.0,66.2,0.0,22.3,66,Satisfactory,1004.1,71.0
2025-02-18,Lucknow,Uttar Pradesh,29.0,16.4,22.7,30.8,23.3,13.9,153,Moderate,1009.8,13.0
2025-02-18,Bhopal,Madhya Pradesh,28.1,17.9,23.0,65.8,0.0,7.4,85,Satisfactory,1001.7,85.5
2025-02-19,Mumbai,Maharashtra,37.5,32.4,35.0,46.0,0.0,17.2,252,Poor,998.2,31.7
2025-02-19,Delhi,Delhi,35.8,30.6,33.2,73.6,6.2,14.0,224,Poor,997.2,58.1
2025-02-19,Bengaluru,Karnataka,43.4,31.0,37.2,49.6,1.3,6.0,264,Poor,992.2,72.6
2025-02-19,Chennai,Tamil Nadu,28.5,16.9,22.7,48.1,0.0,20.5,314,Very Poor,1007.5,33.3
2025-02-19,Kolkata,West Bengal,26.1,13.1,19.6,81.0,23.9,14.9,148,Moderate,991.6,89.6
2025-02-19,Hyderabad,Telangana,31.8,20.4,26.1,73.0,0.0,16.4,240,Poor,1020.1,51.0
2025-02-19,Ahmedabad,Gujarat,26.1,12.1,19.1,51.3,6.4,16.7,291,Poor,1014.6,92.5
2025-02-19,Jaipur,Rajasthan,37.2,25.6,31.4,39.6,0.0,17.2,163,Moderate,995.2,6.7
2025-02-19,Lucknow,Uttar Pradesh,31.4,22.2,26.8,90.5,0.0,16.2,105,Moderate,1013.0,50.9
2025-02-19,Bhopal,Madhya Pradesh,25.6,17.9,21.7,59.7,0.0,20.3,265,Poor,1024.8,73.1
2025-02-20,Mumbai,Maharashtra,43.2,34.8,39.0,30.7,9.9,20.7,207,Poor,1003.9,56.4
2025-02-20,Delhi,Delhi,29.4,23.2,26.3,65.3,0.0,18.3,167,Moderate,1020.5,59.9
2025-02-20,Bengaluru,Karnataka,44.9,39.7,42.3,49.8,0.0,8.1,161,Moderate,999.0,53.0
2025-02-20,Chennai,Tamil Nadu,37.8,27.6,32.7,41.9,0.0,5.8,197,Moderate,1017.9,71.8
2025-02-20,Kolkata,West Bengal,31.1,21.5,26.3,71.4,0.0,3.0,89,Satisfactory,996.1,66.8
2025-02-20,Hyderabad,Telangana,34.6,22.6,28.6,50.0,0.0,22.6,289,Poor,1014.2,39.3
2025-02-20,Ahmedabad,Gujarat,39.8,26.8,33.3,71.7,3.9,5.0,235,Poor,1018.7,40.2
2025-02-20,Jaipur,Rajasthan,35.0,24.8,29.9,78.0,0.0,21.3,135,Moderate,1021.0,20.6
2025-02-20,Lucknow,Uttar Pradesh,30.6,16.3,23.5,43.3,1.7,22.4,221,Poor,1003.8,17.9
2025-02-20,Bhopal,Madhya Pradesh,29.2,23.6,26.4,87.6,0.0,8.8,115,Moderate,1016.9,22.1
2025-02-21,Mumbai,Maharashtra,30.1,15.6,22.9,77.4,1.4,20.5,188,Moderate,1013.5,23.6
2025-02-21,Delhi,Delhi,37.1,22.7,29.9,41.0,0.0,6.6,169,Moderate,1019.3,29.2
2025-02-21,Bengaluru,Karnataka,33.2,19.5,26.3,79.3,0.0,11.8,79,Satisfactory,999.6,80.3
2025-02-21,Chennai,Tamil Nadu,44.5,39.2,41.9,37.7,0.0,18.9,312,Very Poor,1002.5,8.7
2025-02-21,Kolkata,West Bengal,43.9,32.7,38.3,82.4,0.0,24.1,157,Moderate,1007.9,5.7
2025-02-21,Hyderabad,Telangana,25.2,17.8,21.5,59.6,0.0,14.7,266,Poor,1014.3,43.4
2025-02-21,Ahmedabad,Gujarat,28.3,22.0,25.2,84.6,40.3,11.8,44,Good,990.1,94.1
2025-02-21,Jaipur,Rajasthan,38.2,30.0,34.1,60.6,5.5,23.4,79,Satisfactory,993.0,81.0
2025-02-21,Lucknow,Uttar Pradesh,26.6,12.0,19.3,61.8,0.0,12.7,40,Good,1011.9,87.6
2025-02-21,Bhopal,Madhya Pradesh,29.3,23.3,26.3,36.3,9.5,16.8,77,Satisfactory,1019.7,10.5
2025-02-22,Mumbai,Maharashtra,31.3,18.0,24.7,60.7,5.1,22.4,142,Moderate,1001.5,63.8
2025-02-22,Delhi,Delhi,40.9,31.1,36.0,52.1,16.4,24.0,246,Poor,1006.7,26.0
2025-02-22,Bengaluru,Karnataka,34.0,26.5,30.3,32.5,8.9,12.1,156,Moderate,1016.4,60.2
2025-02-22,Chennai,Tamil Nadu,41.9,26.9,34.4,88.5,7.8,21.6,278,Poor,1007.3,22.3
2025-02-22,Kolkata,West Bengal,43.4,35.0,39.2,80.9,2.8,15.1,316,Very Poor,1017.3,82.3
2025-02-22,Hyderabad,Telangana,43.0,37.5,40.3,38.0,0.0,2.2,275,Poor,1001.3,41.4
2025-02-22,Ahmedabad,Gujarat,26.0,18.8,22.4,88.1,0.0,17.2,171,Moderate,992.6,32.2
2025-02-22,Jaipur,Rajasthan,42.1,31.5,36.8,32.9,13.8,6.9,214,Poor,1007.1,11.9
2025-02-22,Lucknow,Uttar Pradesh,34.9,25.8,30.4,32.3,8.8,15.2,329,Very Poor,1014.3,18.7
2025-02-22,Bhopal,Madhya Pradesh,30.7,19.1,24.9,69.4,0.0,19.2,168,Moderate,1010.9,12.2
2025-02-23,Mumbai,Maharashtra,41.8,33.6,37.7,61.3,53.3,6.0,131,Moderate,1007.7,45.3
2025-02-23,Delhi,Delhi,43.4,38.3,40.9,37.9,7.4,21.1,85,Satisfactory,998.9,23.2
2025-02-23,Bengaluru,Karnataka,29.0,21.3,25.2,86.5,10.1,3.8,59,Satisfactory,1012.9,19.4
2025-02-23,Chennai,Tamil Nadu,40.2,30.5,35.4,68.9,4.3,20.9,212,Poor,991.4,40.7
2025-02-23,Kolkata,West Bengal,37.1,26.3,31.7,75.0,0.0,18.1,233,Poor,1010.7,41.7
2025-02-23,Hyderabad,Telangana,38.0,27.2,32.6,43.3,71.9,19.3,182,Moderate,1014.4,19.6
2025-02-23,Ahmedabad,Gujarat,27.2,14.0,20.6,48.9,67.0,19.3,139,Moderate,1009.8,61.8
2025-02-23,Jaipur,Rajasthan,28.5,22.2,25.4,41.8,9.3,6.2,167,Moderate,1024.1,39.8
2025-02-23,Lucknow,Uttar Pradesh,33.1,19.9,26.5,44.2,0.0,3.5,315,Very Poor,1017.1,25.8
2025-02-23,Bhopal,Madhya Pradesh,27.6,16.4,22.0,75.0,32.1,19.7,215,Poor,1007.9,62.3
2025-02-24,Mumbai,Maharashtra,43.9,30.0,37.0,45.3,0.0,23.9,144,Moderate,1012.7,9.8
2025-02-24,Delhi,Delhi,34.5,21.2,27.9,51.4,0.0,14.7,67,Satisfactory,1007.6,10.4
2025-02-24,Bengaluru,Karnataka,32.6,26.3,29.5,61.1,0.0,10.7,170,Moderate,994.5,28.5
2025-02-24,Chennai,Tamil Nadu,43.5,36.5,40.0,56.9,59.4,6.4,86,Satisfactory,990.6,35.6
2025-02-24,Kolkata,West Bengal,36.0,22.0,29.0,74.7,18.1,13.2,347,Very Poor,1022.3,74.9
2025-02-24,Hyderabad,Telangana,42.4,33.3,37.9,79.3,0.0,11.1,195,Moderate,993.9,21.9
2025-02-24,Ahmedabad,Gujarat,44.1,33.3,38.7,56.6,2.5,21.5,259,Poor,1004.0,57.3
2025-02-24,Jaipur,Rajasthan,26.2,17.7,21.9,77.4,0.0,17.6,49,Good,999.5,82.4
2025-02-24,Lucknow,Uttar Pradesh,28.8,21.0,24.9,90.1,0.0,20.9,348,Very Poor,1019.9,43.0
2025-02-24,Bhopal,Madhya Pradesh,42.0,27.3,34.7,86.3,0.0,20.0,283,Poor,997.5,74.6
2025-02-25,Mumbai,Maharashtra,39.3,25.8,32.6,56.9,0.0,16.8,115,Moderate,1009.7,23.7
2025-02-25,Delhi,Delhi,31.9,19.7,25.8,69.6,0.0,17.5,64,Satisfactory,994.3,99.8
2025-02-25,Bengaluru,Karnataka,39.8,29.4,34.6,35.6,0.4,2.9,122,Moderate,1014.7,67.3
2025-02-25,Chennai,Tamil Nadu,26.5,12.4,19.5,49.5,0.0,12.9,178,Moderate,991.8,99.3
2025-02-25,Kolkata,West Bengal,45.0,36.1,40.6,52.6,0.0,3.8,279,Poor,1023.4,13.1
2025-02-25,Hyderabad,Telangana,35.8,30.2,33.0,30.1,9.4,12.1,228,Poor,998.4,69.6
2025-02-25,Ahmedabad,Gujarat,39.5,30.9,35.2,94.2,15.6,16.9,180,Moderate,1001.4,77.4
2025-02-25,Jaipur,Rajasthan,25.4,13.9,19.7,45.8,0.0,3.1,130,Moderate,1020.9,58.2
2025-02-25,Lucknow,Uttar Pradesh,38.7,25.7,32.2,69.9,17.7,7.4,87,Satisfactory,990.7,66.1
2025-02-25,Bhopal,Madhya Pradesh,44.8,31.1,38.0,69.5,8.4,16.9,306,Very Poor,991.0,95.1
2025-02-26,Mumbai,Maharashtra,44.1,31.8,37.9,56.8,0.0,7.1,137,Moderate,1009.3,70.0
2025-02-26,Delhi,Delhi,36.0,27.6,31.8,75.3,0.0,13.0,334,Very Poor,1017.0,56.5
2025-02-26,Bengaluru,Karnataka,26.1,18.2,22.1,44.3,0.0,8.6,152,Moderate,1008.3,99.6
2025-02-26,Chennai,Tamil Nadu,28.1,18.2,23.2,50.2,5.7,23.0,334,Very Poor,997.0,83.0
2025-02-26,Kolkata,West Bengal,32.5,26.3,29.4,83.4,0.0,15.3,253,Poor,995.9,72.9
2025-02-26,Hyderabad,Telangana,42.7,32.1,37.4,67.3,6.2,17.2,237,Poor,1019.4,78.0
2025-02-26,Ahmedabad,Gujarat,28.2,14.0,21.1,53.9,0.0,22.4,67,Satisfactory,1017.8,79.7
2025-02-26,Jaipur,Rajasthan,42.6,31.6,37.1,60.6,0.0,13.9,126,Moderate,1012.3,90.4
2025-02-26,Lucknow,Uttar Pradesh,40.9,27.9,34.4,38.3,0.3,14.8,242,Poor,1018.5,64.1
2025-02-26,Bhopal,Madhya Pradesh,25.6,19.7,22.6,77.1,0.0,16.1,188,Moderate,993.7,68.5
2025-02-27,Mumbai,Maharashtra,37.1,26.4,31.7,79.6,0.0,19.5,344,Very Poor,1005.1,21.8
2025-02-27,Delhi,Delhi,34.9,28.8,31.8,73.6,7.4,6.0,160,Moderate,1002.9,20.4
2025-02-27,Bengaluru,Karnataka,36.3,26.8,31.5,68.6,0.0,7.8,294,Poor,997.0,72.2
2025-02-27,Chennai,Tamil Nadu,39.4,28.0,33.7,50.0,0.0,22.9,199,Moderate,992.8,52.8
2025-02-27,Kolkata,West Bengal,41.7,27.6,34.7,91.1,0.0,13.2,61,Satisfactory,1021.4,48.3
2025-02-27,Hyderabad,Telangana,29.0,19.7,24.4,45.4,0.0,4.1,233,Poor,1020.9,70.8
2025-02-27,Ahmedabad,Gujarat,37.1,28.2,32.6,83.5,0.0,17.5,246,Poor,998.3,91.6
2025-02-27,Jaipur,Rajasthan,32.4,23.2,27.8,74.9,0.0,24.5,52,Satisfactory,995.9,75.5
2025-02-27,Lucknow,Uttar Pradesh,33.6,22.3,28.0,34.6,0.0,13.6,65,Satisfactory,1017.5,16.7
2025-02-27,Bhopal,Madhya Pradesh,33.0,19.2,26.1,85.6,5.6,8.4,110,Moderate,996.0,33.6
2025-02-28,Mumbai,Maharashtra,37.5,26.6,32.0,68.9,0.0,12.9,162,Moderate,1024.9,31.8
2025-02-28,Delhi,Delhi,38.5,24.7,31.6,38.2,0.0,8.6,159,Moderate,1013.7,28.4
2025-02-28,Bengaluru,Karnataka,42.9,32.0,37.5,36.2,0.0,17.2,345,Very Poor,1016.7,50.7
2025-02-28,Chennai,Tamil Nadu,43.3,37.7,40.5,47.3,0.0,11.8,69,Satisfactory,991.8,17.1
2025-02-28,Kolkata,West Bengal,25.9,16.1,21.0,51.7,17.2,4.0,296,Poor,1011.7,28.5
2025-02-28,Hyderabad,Telangana,26.2,11.7,19.0,33.1,2.5,23.9,265,Poor,1005.0,76.9
2025-02-28,Ahmedabad,Gujarat,36.4,24.5,30.5,32.5,0.0,22.1,80,Satisfactory,1019.2,87.0
2025-02-28,Jaipur,Rajasthan,29.9,24.6,27.2,93.9,0.0,2.9,162,Moderate,999.1,14.3
2025-02-28,Lucknow,Uttar Pradesh,44.3,32.4,38.3,75.9,66.8,24.1,109,Moderate,993.5,88.6
2025-02-28,Bhopal,Madhya Pradesh,32.9,24.5,28.7,73.9,6.0,12.1,200,Moderate,990.1,44.4
2025-03-01,Mumbai,Maharashtra,26.4,19.9,23.1,94.6,0.0,10.7,54,Satisfactory,1009.0,49.7
2025-03-01,Delhi,Delhi,31.3,25.1,28.2,61.8,79.7,24.7,124,Moderate,990.5,74.3
2025-03-01,Bengaluru,Karnataka,42.3,29.2,35.7,57.5,0.0,24.6,125,Moderate,1021.1,23.2
2025-03-01,Chennai,Tamil Nadu,27.2,12.3,19.7,89.0,5.6,6.7,68,Satisfactory,1022.7,55.0
2025-03-01,Kolkata,West Bengal,32.9,21.9,27.4,52.9,7.0,16.8,181,Moderate,1007.9,29.2
2025-03-01,Hyderabad,Telangana,30.9,16.5,23.7,89.0,1.6,24.4,200,Moderate,1006.2,73.6
2025-03-01,Ahmedabad,Gujarat,26.4,20.9,23.7,37.9,3.0,18.5,330,Very Poor,1024.0,34.5
2025-03-01,Jaipur,Rajasthan,37.3,27.3,32.3,73.4,7.1,18.7,252,Poor,1024.9,91.6
2025-03-01,Lucknow,Uttar Pradesh,39.2,24.8,32.0,92.9,0.0,21.1,165,Moderate,998.9,58.6
2025-03-01,Bhopal,Madhya Pradesh,31.9,23.8,27.9,85.6,7.7,24.6,205,Poor,1003.9,57.4
2025-03-02,Mumbai,Maharashtra,43.7,35.2,39.5,94.1,0.0,11.8,156,Moderate,1012.7,54.1
2025-03-02,Delhi,Delhi,36.2,22.9,29.5,84.5,0.0,2.2,209,Poor,1000.2,36.2
2025-03-02,Bengaluru,Karnataka,43.1,29.7,36.4,45.1,56.1,2.7,342,Very Poor,1006.2,98.9
2025-03-02,Chennai,Tamil Nadu,31.6,26.6,29.1,68.1,32.7,9.7,147,Moderate,1011.4,73.6
2025-03-02,Kolkata,West Bengal,32.0,22.3,27.2,84.3,1.1,14.8,236,Poor,1022.8,62.2
2025-03-02,Hyderabad,Telangana,37.0,24.8,30.9,38.8,9.0,16.2,83,Satisfactory,997.3,8.9
2025-03-02,Ahmedabad,Gujarat,30.4,16.6,23.5,85.6,30.2,7.4,269,Poor,1024.9,29.4
2025-03-02,Jaipur,Rajasthan,33.3,27.0,30.2,46.6,6.8,6.7,167,Moderate,1005.7,53.7
2025-03-02,Lucknow,Uttar Pradesh,29.0,19.3,24.2,75.0,0.0,8.3,117,Moderate,992.8,17.9
2025-03-02,Bhopal,Madhya Pradesh,29.0,21.9,25.4,45.0,0.0,17.8,60,Satisfactory,998.3,21.3
2025-03-03,Mumbai,Maharashtra,35.0,21.6,28.3,33.8,0.0,22.2,151,Moderate,1020.3,10.4
2025-03-03,Delhi,Delhi,38.4,23.9,31.2,82.3,1.8,12.8,72,Satisfactory,1009.2,62.9
2025-03-03,Bengaluru,Karnataka,42.1,28.5,35.3,60.4,0.0,4.6,147,Moderate,990.7,91.7
2025-03-03,Chennai,Tamil Nadu,26.7,17.1,21.9,34.9,0.0,15.3,174,Moderate,1013.0,68.5
2025-03-03,Kolkata,West Bengal,37.9,29.8,33.8,58.7,0.0,3.8,144,Moderate,1007.7,56.0
2025-03-03,Hyderabad,Telangana,44.5,33.9,39.2,87.8,23.3,22.4,109,Moderate,1006.5,28.1
2025-03-03,Ahmedabad,Gujarat,41.1,35.4,38.3,71.5,6.4,18.2,298,Poor,1002.3,50.9
2025-03-03,Jaipur,Rajasthan,35.5,24.3,29.9,56.8,0.0,9.7,112,Moderate,1015.0,64.0
2025-03-03,Lucknow,Uttar Pradesh,42.5,36.8,39.7,69.4,4.8,17.1,332,Very Poor,1016.6,44.4
2025-03-03,Bhopal,Madhya Pradesh,31.9,21.6,26.7,90.7,17.6,24.3,196,Moderate,1017.0,51.0
2025-03-04,Mumbai,Maharashtra,30.1,20.8,25.5,58.0,0.0,17.3,153,Moderate,1008.1,86.9
2025-03-04,Delhi,Delhi,33.2,22.5,27.8,43.2,0.0,22.9,191,Moderate,1011.5,19.6
2025-03-04,Bengaluru,Karnataka,40.3,28.9,34.6,87.5,0.0,16.9,285,Poor,998.3,60.8
2025-03-04,Chennai,Tamil Nadu,36.5,27.4,32.0,72.0,1.5,13.8,198,Moderate,999.8,80.8
2025-03-04,Kolkata,West Bengal,26.2,12.0,19.1,79.9,40.6,19.8,127,Moderate,1008.7,67.0
2025-03-04,Hyderabad,Telangana,28.9,21.2,25.0,49.1,7.4,14.0,199,Moderate,1003.5,33.5
2025-03-04,Ahmedabad,Gujarat,31.4,22.1,26.7,78.0,6.3,20.7,187,Moderate,997.1,99.5
2025-03-04,Jaipur,Rajasthan,39.4,27.6,33.5,66.8,0.0,4.9,41,Good,996.4,72.7
2025-03-04,Lucknow,Uttar Pradesh,42.8,31.5,37.1,58.7,18.8,18.4,140,Moderate,1001.8,11.7
2025-03-04,Bhopal,Madhya Pradesh,28.7,15.8,22.3,76.8,0.0,12.4,155,Moderate,1014.9,11.4
2025-03-05,Mumbai,Maharashtra,36.4,27.8,32.1,61.2,0.0,5.2,315,Very Poor,1008.4,21.6
2025-03-05,Delhi,Delhi,41.7,33.2,37.4,84.0,5.4,17.6,41,Good,992.9,34.9
2025-03-05,Bengaluru,Karnataka,31.3,23.0,27.2,71.0,0.0,21.0,185,Moderate,1004.0,44.4
2025-03-05,Chennai,Tamil Nadu,40.0,30.2,35.1,35.9,0.0,2.7,149,Moderate,999.9,62.7
2025-03-05,Kolkata,West Bengal,39.2,30.2,34.7,93.7,66.0,6.7,264,Poor,1016.3,35.6
2025-03-05,Hyderabad,Telangana,32.5,24.6,28.5,92.3,2.2,9.0,325,Very Poor,1006.0,18.6
2025-03-05,Ahmedabad,Gujarat,44.4,32.0,38.2,85.2,0.0,15.0,242,Poor,996.4,58.5
2025-03-05,Jaipur,Rajasthan,27.6,21.3,24.5,32.3,0.0,19.9,270,Poor,995.0,45.6
2025-03-05,Lucknow,Uttar Pradesh,36.5,25.9,31.2,40.2,0.0,22.0,120,Moderate,1002.3,44.6
2025-03-05,Bhopal,Madhya Pradesh,42.5,31.1,36.8,59.2,0.0,10.2,64,Satisfactory,1004.4,34.9
2025-03-06,Mumbai,Maharashtra,25.7,19.0,22.4,46.4,52.8,9.8,219,Poor,1004.1,73.4
2025-03-06,Delhi,Delhi,35.6,24.8,30.2,68.0,56.8,23.8,43,Good,1004.8,8.4
2025-03-06,Bengaluru,Karnataka,27.5,21.7,24.6,54.3,0.0,13.8,281,Poor,993.6,83.6
2025-03-06,Chennai,Tamil Nadu,32.7,18.6,25.7,42.1,0.0,3.9,228,Poor,996.0,87.0
2025-03-06,Kolkata,West Bengal,29.7,19.8,24.8,37.0,0.0,10.3,144,Moderate,1023.2,42.9
2025-03-06,Hyderabad,Telangana,30.5,19.8,25.1,66.3,0.3,16.2,99,Satisfactory,1020.4,31.3
2025-03-06,Ahmedabad,Gujarat,38.9,32.1,35.5,35.9,0.0,8.7,196,Moderate,994.5,76.7
2025-03-06,Jaipur,Rajasthan,29.1,16.6,22.9,78.8,0.0,23.5,128,Moderate,991.8,30.4
2025-03-06,Lucknow,Uttar Pradesh,37.6,26.1,31.9,43.4,2.2,23.5,77,Satisfactory,1019.0,43.2
2025-03-06,Bhopal,Madhya Pradesh,37.6,29.1,33.3,57.7,0.0,6.4,324,Very Poor,1011.3,89.0
2025-03-07,Mumbai,Maharashtra,36.2,30.8,33.5,53.6,9.2,8.2,298,Poor,990.9,59.9
2025-03-07,Delhi,Delhi,44.8,31.3,38.1,66.0,0.0,23.9,277,Poor,1008.6,95.4
2025-03-07,Bengaluru,Karnataka,28.0,21.4,24.7,53.0,2.7,12.0,171,Moderate,992.0,97.7
2025-03-07,Chennai,Tamil Nadu,42.0,36.3,39.2,82.7,1.8,22.9,308,Very Poor,1001.2,15.4
2025-03-07,Kolkata,West Bengal,31.6,24.3,28.0,61.6,0.0,8.4,280,Poor,1005.8,41.5
2025-03-07,Hyderabad,Telangana,43.4,37.4,40.4,83.5,58.1,9.7,140,Moderate,1019.1,69.0
2025-03-07,Ahmedabad,Gujarat,39.1,29.0,34.0,42.3,1.8,14.2,173,Moderate,1007.5,22.1
2025-03-07,Jaipur,Rajasthan,42.4,28.9,35.7,73.0,0.0,11.2,280,Poor,994.6,49.3
2025-03-07,Lucknow,Uttar Pradesh,28.1,14.3,21.2,67.0,0.0,16.3,253,Poor,1019.3,88.0
2025-03-07,Bhopal,Madhya Pradesh,29.0,22.1,25.5,87.3,0.0,11.7,307,Very Poor,1005.4,94.8
2025-03-08,Mumbai,Maharashtra,42.3,33.2,37.8,37.0,0.0,8.1,318,Very Poor,1007.9,34.0
2025-03-08,Delhi,Delhi,44.4,35.3,39.8,34.6,36.4,4.1,275,Poor,994.2,71.4
2025-03-08,Bengaluru,Karnataka,34.4,26.6,30.5,50.1,25.8,3.5,41,Good,1004.3,76.0
